,price,bedrooms,bathrooms,floors,waterfront,view,city,country,sqft_total
57,785000.0,5.0,3.0,2.0,0,2,Snoqualmie,USA,7320.0
58,385000.0,3.0,3.0,2.0,0,0,Seattle,USA,2640.0
59,295000.0,2.0,2.0,2.0,0,0,Seattle,USA,3260.0
60,555000.0,4.0,2.0,2.0,0,0,Snoqualmie,USA,6620.0
61,459990.0,3.0,2.0,2.0,0,0,North Bend,USA,5360.0
62,625000.0,4.0,3.0,1.0,0,0,Renton,USA,5460.0
63,300000.0,3.0,2.0,2.0,0,0,Kent,USA,5080.0
64,625000.0,4.0,3.0,2.0,0,0,Renton,USA,5840.0
65,553000.0,2.0,1.0,1.0,0,0,Seattle,USA,1800.0
66,379880.0,3.0,2.0,1.0,0,0,Issaquah,USA,3300.0
67,310000.0,3.0,1.0,1.0,0,0,Snoqualmie,USA,2020.0
68,775000.0,2.0,2.0,1.0,0,0,Redmond,USA,5360.0
69,365000.0,3.0,2.0,1.0,0,0,Renton,USA,4400.0
70,331950.0,4.0,2.0,2.0,0,2,Auburn,USA,5060.0
71,783500.0,3.0,2.0,2.0,0,0,Seattle,USA,5700.0
72,628000.0,4.0,2.0,1.0,0,0,Seattle,USA,4560.0
73,560000.0,3.0,2.0,2.0,0,0,Sammamish,USA,3800.0
74,900000.0,3.0,1.0,1.0,0,0,Kirkland,USA,2660.0
75,531000.0,2.0,3.0,2.0,0,0,Seattle,USA,2540.0
76,831000.0,4.0,3.0,2.0,0,0,Seattle,USA,4340.0
77,780000.0,4.0,2.0,2.0,0,2,Sammamish,USA,5460.0
78,755000.0,4.0,2.0,1.0,0,0,Bellevue,USA,4240.0
79,705380.0,3.0,2.0,2.0,0,0,Issaquah,USA,4980.0
80,627000.0,4.0,2.0,1.0,0,0,Issaquah,USA,3980.0
81,865000.0,4.0,3.0,2.0,0,0,Sammamish,USA,7380.0
82,580000.0,2.0,1.0,1.0,0,0,Seattle,USA,5080.0
83,410000.0,3.0,2.0,1.0,0,0,Issaquah,USA,3600.0
84,485000.0,4.0,3.0,1.0,0,0,Kirkland,USA,4680.0
85,400000.0,2.0,2.0,1.0,0,0,Shoreline,USA,4220.0
86,549000.0,2.0,1.0,1.0,0,0,Seattle,USA,2280.0
87,620000.0,3.0,2.0,2.0,0,0,Kirkland,USA,2960.0
88,405000.0,2.0,3.0,2.0,0,0,Seattle,USA,2820.0
89,232000.0,2.0,1.0,1.0,0,0,Des Moines,USA,2400.0
90,800866.0,5.0,2.0,2.0,0,0,Kirkland,USA,6360.0
91,650000.0,3.0,2.0,1.0,0,2,Seattle,USA,4320.0
92,823000.0,5.5,2.0,2.0,0,0,Seattle,USA,5840.0
93,770000.0,3.0,2.0,2.0,0,0,Seattle,USA,4700.0
94,524000.0,3.0,2.0,1.0,0,0,Seattle,USA,3120.0
95,541125.0,5.0,3.0,1.0,0,0,Bellevue,USA,5480.0
96,670000.0,3.0,2.0,3.0,0,0,Seattle,USA,3360.0
97,384900.0,5.0,2.0,1.0,0,0,Federal Way,USA,6180.0
98,406100.0,3.0,2.0,3.0,0,0,Seattle,USA,2820.0
99,1154353.57142825,5.0,4.0,2.0,0,1,Seattle,USA,8020.0
100,736500.0,4.0,2.0,2.0,0,3,Renton,USA,6360.0
101,570000.0,3.0,2.0,1.0,0,0,Redmond,USA,4020.0
102,787000.0,3.0,2.0,1.0,0,0,Bellevue,USA,2660.0
103,328000.0,4.0,2.0,2.0,0,0,Auburn,USA,4740.0
104,435000.0,5.0,2.0,1.0,0,0,Seattle,USA,3680.0
105,499000.0,4.0,2.0,2.0,0,0,Snoqualmie,USA,5820.0
106,501000.0,4.0,1.0,1.0,0,0,Bellevue,USA,4140.0
107,1090000.0,4.0,2.0,2.0,0,0,Redmond,USA,8680.0
108,400000.0,2.0,1.0,1.0,0,0,Seattle,USA,1680.0
109,220000.0,4.0,2.0,1.0,0,0,Federal Way,USA,2480.0
110,657100.0,4.0,1.0,1.0,0,0,Seattle,USA,2780.0
111,309950.0,4.0,3.0,2.0,0,0,Maple Valley,USA,4620.0
112,300000.0,3.0,2.0,1.0,0,0,Duvall,USA,2100.0
113,525888.0,5.0,2.0,1.0,0,0,Issaquah,USA,5100.0
114,740000.0,4.0,2.0,2.0,0,0,Seattle,USA,4020.0
115,340000.0,5.0,1.0,2.0,0,0,Kirkland,USA,2240.0
116,398750.0,3.0,2.0,2.0,0,0,Seattle,USA,4460.0
117,206000.0,2.0,1.0,1.0,0,0,Burien,USA,1620.0
118,1030000.0,5.0,3.0,1.0,0,3,Bellevue,USA,6380.0
119,600000.0,3.0,2.0,1.0,0,0,Sammamish,USA,3340.0
120,379950.0,4.0,2.0,1.0,0,0,Shoreline,USA,3940.0
121,287000.0,3.0,1.0,1.0,0,0,Seattle,USA,2900.0
122,1154353.57142825,5.5,8.0,3.0,0,4,Redmond,USA,8720.0
123,309950.0,3.0,2.0,2.0,0,0,Renton,USA,3760.0
124,600000.0,3.0,2.0,1.0,0,0,Seattle,USA,3760.0
125,418000.0,3.0,2.0,2.0,0,0,Seattle,USA,2820.0
126,449250.0,4.0,2.0,2.0,0,0,Seattle,USA,2960.0
127,329950.0,2.0,1.0,2.0,0,0,Seattle,USA,2280.0
128,245000.0,3.0,2.0,1.0,0,0,Auburn,USA,3840.0
129,549000.0,4.0,2.0,2.0,0,0,Renton,USA,5820.0
130,800000.0,3.0,2.0,2.0,0,0,Sammamish,USA,6480.0
131,249950.0,3.0,2.0,1.0,0,0,Renton,USA,3100.0
132,210000.0,5.0,2.0,1.0,0,0,Des Moines,USA,4100.0
133,1154353.57142825,2.0,2.0,2.0,0,0,Seattle,USA,4440.0
134,585000.0,2.0,1.0,2.0,0,0,Seattle,USA,3540.0
135,615000.0,4.0,2.0,1.0,0,0,Redmond,USA,4600.0
136,618500.0,3.0,2.0,1.0,0,0,Seattle,USA,3600.0
137,487585.0,4.0,2.0,1.0,0,0,Kirkland,USA,4020.0
138,509900.0,3.0,2.0,2.0,0,0,Issaquah,USA,3580.0
139,631625.0,4.0,2.0,2.0,0,0,Seattle,USA,4880.0
140,555000.0,3.0,2.0,2.0,0,0,Issaquah,USA,3880.0
141,340000.0,2.0,2.0,2.0,0,0,Seattle,USA,2320.0
142,830000.0,4.0,2.0,2.0,0,0,Redmond,USA,6800.0
143,890000.0,4.0,4.0,2.0,0,0,Issaquah,USA,8720.0
144,366750.0,3.0,3.0,3.0,0,0,Seattle,USA,3142.0
145,415000.0,3.0,2.0,2.0,0,0,Issaquah,USA,3240.0
146,416286.0,3.0,2.0,3.0,0,0,Seattle,USA,2816.0
147,478000.0,3.0,2.0,2.0,0,0,Renton,USA,6080.0
148,890000.0,5.0,4.0,2.0,0,0,Issaquah,USA,8720.0
149,419190.0,2.0,2.0,2.0,0,0,Issaquah,USA,3180.0
150,712198.0,4.0,2.0,2.0,0,0,Redmond,USA,4900.0
151,397000.0,4.0,2.0,1.0,0,0,Kirkland,USA,2880.0
152,450000.0,2.0,2.0,2.0,0,0,Seattle,USA,2200.0
153,353000.0,3.0,1.0,1.0,0,0,Seattle,USA,2700.0
154,609000.0,4.0,2.0,2.0,0,0,Redmond,USA,4300.0
155,234000.0,3.0,2.0,1.0,0,0,Covington,USA,2980.0
156,561000.0,3.0,2.0,2.0,0,0,Seattle,USA,4000.0
157,469000.0,2.0,1.0,1.0,0,0,Seattle,USA,2060.0
158,329350.0,2.0,1.0,1.0,0,0,Seattle,USA,1440.0
159,488000.0,5.0,2.0,2.0,0,0,Seattle,USA,4040.0
160,279900.0,3.0,2.0,1.0,0,1,Des Moines,USA,3160.0
161,606000.0,4.0,2.0,2.0,0,0,Issaquah,USA,4220.0
162,312000.0,4.0,2.0,1.0,0,0,Seattle,USA,2600.0
163,650000.0,3.0,2.0,1.0,0,1,Seattle,USA,3260.0
164,1135000.0,4.0,3.0,1.0,0,3,Seattle,USA,6740.0
165,325000.0,4.0,2.0,1.0,0,0,Seattle,USA,3780.0
166,425000.0,4.0,2.0,1.0,0,0,Inglewood-Finn Hill,USA,3040.0
167,219000.0,2.0,1.0,1.0,0,0,Seattle,USA,1800.0
168,250000.0,3.0,1.0,1.0,0,0,Shoreline,USA,2100.0
169,390000.0,3.0,2.0,1.0,0,0,Bellevue,USA,2520.0
170,475000.0,5.5,3.0,2.0,0,0,Kenmore,USA,6940.0
171,736000.0,4.0,2.0,2.0,0,0,Bellevue,USA,4580.0
172,407000.0,4.0,2.0,1.0,0,1,Des Moines,USA,5620.0
173,272000.0,3.0,2.0,2.0,0,0,Carnation,USA,3300.0
174,362000.0,3.0,2.0,1.0,0,0,Burien,USA,3280.0
175,535000.0,3.0,2.0,2.0,0,0,Kirkland,USA,3700.0
176,284000.0,4.0,2.0,2.0,0,0,Kent,USA,4000.0
177,367500.0,3.0,2.0,1.0,0,0,Shoreline,USA,2820.0
178,379900.0,4.0,2.0,1.0,0,0,Kenmore,USA,3000.0
179,520000.0,3.0,2.0,2.0,0,0,Renton,USA,4920.0
180,175000.0,3.0,1.0,1.0,0,0,Renton,USA,2020.0
181,460000.0,2.0,2.0,2.0,0,0,Seattle,USA,2460.0
182,345000.0,4.0,2.0,2.0,0,0,Renton,USA,4662.0
183,455000.0,5.0,2.0,1.0,0,0,Kirkland,USA,4480.0
184,610000.0,4.0,3.0,1.0,0,0,Bellevue,USA,4900.0
185,563000.0,4.0,3.0,2.0,0,0,Kenmore,USA,6200.0
186,612500.0,4.0,2.0,1.0,0,0,Seattle,USA,4120.0
187,218000.0,3.0,2.0,1.0,0,0,Federal Way,USA,3700.0
188,404000.0,4.0,2.0,1.0,0,0,Bellevue,USA,3680.0
189,860000.0,4.0,2.0,2.0,0,0,Redmond,USA,7480.0
190,136500.0,3.0,2.0,1.0,0,0,Federal Way,USA,2840.0
191,313950.0,3.0,1.0,1.0,0,0,Seattle,USA,3020.0
192,575000.0,3.0,2.0,1.0,0,2,Seattle,USA,4260.0
193,1154353.57142825,4.0,2.0,2.0,0,0,Seattle,USA,6980.0
194,280000.0,3.0,2.0,1.0,0,0,North Bend,USA,3260.0
195,515000.0,3.0,2.0,2.0,0,0,Sammamish,USA,3580.0
196,513000.0,4.0,2.0,2.0,0,0,Kenmore,USA,4000.0
197,599000.0,4.0,2.0,2.0,0,0,Bellevue,USA,4520.0
198,685000.0,4.0,2.0,2.0,0,0,Sammamish,USA,6060.0
199,365000.0,3.0,2.0,1.0,0,0,Seattle,USA,2620.0
200,762300.0,4.0,2.0,2.0,0,0,Sammamish,USA,7760.0
201,1154353.57142825,4.0,3.0,2.0,0,0,Seattle,USA,7520.0
202,562000.0,5.0,2.0,2.0,0,0,Redmond,USA,6080.0
203,530000.0,5.0,2.0,1.0,0,0,Bellevue,USA,5820.0
204,525000.0,3.0,2.0,1.0,0,0,Sammamish,USA,5940.0
205,484000.0,2.0,2.0,1.0,0,0,Seattle,USA,3320.0
206,725126.0,4.0,2.0,2.0,0,0,Newcastle,USA,6400.0
207,360000.0,4.0,2.0,1.0,0,0,Auburn,USA,5360.0
208,387000.0,3.0,1.0,1.0,0,0,Newcastle,USA,2460.0
209,483500.0,4.0,2.0,2.0,0,0,Woodinville,USA,5480.0
210,655500.0,4.0,4.0,2.0,0,0,Shoreline,USA,6760.0
211,345000.0,3.0,1.0,1.0,0,0,Seattle,USA,2220.0
212,533000.0,5.0,3.0,2.0,0,0,Seattle,USA,3600.0
213,385000.0,3.0,2.0,1.0,0,0,Seattle,USA,3800.0
214,675000.0,2.0,1.0,1.0,0,2,Bellevue,USA,1860.0
215,197000.0,3.0,2.0,1.0,0,0,Auburn,USA,3380.0
216,485000.0,3.0,2.0,2.0,0,0,Seattle,USA,2840.0
217,1154353.57142825,5.0,4.0,2.0,0,0,Mercer Island,USA,8720.0
218,295000.0,3.0,2.0,1.0,0,0,Federal Way,USA,3960.0
219,499000.0,2.0,2.0,1.0,0,0,Seattle,USA,2340.0
220,1050000.0,3.0,2.0,2.0,0,0,Seattle,USA,4400.0
221,191000.0,3.0,2.0,1.0,0,0,Federal Way,USA,1600.0
222,500000.0,3.0,2.0,3.0,0,0,Seattle,USA,2960.0
223,390000.0,5.0,4.0,1.0,0,0,Seattle,USA,5780.0
224,979000.0,3.0,2.0,3.0,0,0,Seattle,USA,5380.0
225,580000.0,4.0,3.0,2.0,0,0,Renton,USA,7138.0
226,369950.0,3.0,2.0,3.0,0,0,Seattle,USA,2540.0
227,1154353.57142825,5.0,5.0,2.0,0,0,Bellevue,USA,8720.0
228,776000.0,4.0,2.0,2.0,0,0,Redmond,USA,6080.0
229,519950.0,3.0,2.0,3.0,0,0,Seattle,USA,2340.0
230,255000.0,5.0,2.0,1.0,0,0,Burien,USA,4120.0
231,495000.0,3.0,1.0,1.0,0,0,Seattle,USA,1980.0
232,510000.0,4.0,2.0,2.0,0,0,Shoreline,USA,4860.0
233,1150000.0,4.0,4.0,2.0,0,0,Redmond,USA,8720.0
234,253000.0,3.0,2.0,1.0,0,0,Black Diamond,USA,2500.0
235,503000.0,3.0,3.0,1.0,0,0,Kirkland,USA,3080.0
236,275000.0,3.0,2.0,2.0,0,0,Maple Valley,USA,3200.0
237,249000.0,3.0,1.0,1.0,0,0,Burien,USA,2220.0
238,310000.0,3.0,2.0,1.0,0,0,Renton,USA,3680.0
239,750000.0,3.0,3.0,1.0,0,0,Seattle,USA,5040.0
240,630000.0,3.0,2.0,2.0,0,0,Ravensdale,USA,5360.0
241,599999.0,5.5,4.0,2.0,0,0,Seattle,USA,7660.0
242,758000.0,4.0,3.0,1.0,0,0,Kirkland,USA,4820.0
243,248500.0,4.0,2.0,1.0,0,0,Covington,USA,3440.0
244,310000.0,3.0,2.0,1.0,0,0,Kent,USA,4140.0
245,460000.0,3.0,2.0,2.0,0,0,Redmond,USA,3520.0
246,675000.0,3.0,2.0,1.0,0,0,Bellevue,USA,3360.0
247,526000.0,2.0,2.0,2.0,0,0,Seattle,USA,3100.0
248,560000.0,3.0,3.0,2.0,0,2,Carnation,USA,8240.0
249,415000.0,4.0,3.0,2.0,0,0,Bothell,USA,3660.0
250,246000.0,3.0,1.0,1.0,0,0,Burien,USA,2800.0
251,314500.0,3.0,2.0,1.0,0,0,Federal Way,USA,3740.0
252,1154353.57142825,5.5,4.0,2.0,0,2,Seattle,USA,8720.0
253,420000.0,2.0,2.0,2.0,0,0,Seattle,USA,2080.0
254,535000.0,3.0,2.0,2.0,0,0,Carnation,USA,5440.0
255,350000.0,3.0,1.0,1.0,0,0,Kirkland,USA,2020.0
256,515000.0,3.0,2.0,1.0,0,1,Bellevue,USA,3160.0
257,749950.0,4.0,3.0,2.0,0,0,Seattle,USA,5200.0
258,230000.0,3.0,2.0,2.0,0,0,Renton,USA,3840.0
259,568000.0,3.0,2.0,2.0,0,0,Seattle,USA,4700.0
260,250000.0,1.5,1.0,1.0,0,0,Burien,USA,2200.0
261,581000.0,4.0,2.0,1.0,0,0,Kirkland,USA,5020.0
262,651000.0,3.0,2.0,2.0,0,0,Kent,USA,6480.0
263,600000.0,3.0,2.0,1.0,0,0,Issaquah,USA,4920.0
264,500000.0,2.0,1.0,2.0,0,0,Seattle,USA,2020.0
265,475000.0,2.0,1.0,1.0,0,0,Seattle,USA,1640.0
266,352000.0,5.0,2.0,1.0,0,2,Seattle,USA,4840.0
267,420000.0,3.0,2.0,2.0,0,0,Kirkland,USA,3540.0
268,428000.0,2.0,2.0,1.0,0,0,Redmond,USA,2700.0
269,599000.0,3.0,2.0,1.0,0,0,Seattle,USA,3920.0
270,492000.0,4.0,2.0,2.0,0,0,Shoreline,USA,6610.0
271,630000.0,2.0,2.0,1.0,0,0,Renton,USA,5100.0
272,900000.0,5.0,4.0,2.0,0,0,Woodinville,USA,8260.0
273,1110000.0,4.0,2.0,1.0,0,0,Clyde Hill,USA,4620.0
274,575000.0,4.0,2.0,1.0,0,0,Seattle,USA,3300.0
275,705000.0,4.0,2.0,2.0,0,0,Seattle,USA,5300.0
276,940000.0,4.0,2.0,1.0,0,1,Seattle,USA,3780.0
277,313000.0,3.0,2.0,1.0,0,0,Federal Way,USA,4380.0
278,618080.0,3.0,2.0,2.0,0,0,Issaquah,USA,4060.0
279,640000.0,3.0,3.0,2.0,0,0,Renton,USA,4540.0
280,485000.0,3.0,2.0,1.0,0,0,Seattle,USA,3220.0
281,300000.0,2.0,1.0,1.0,0,0,Seattle,USA,1520.0
282,379500.0,2.0,1.0,1.0,0,0,Redmond,USA,3280.0
283,339950.0,3.0,2.0,2.0,0,0,Renton,USA,3260.0
284,1154353.57142825,5.5,2.0,2.0,0,0,Seattle,USA,7120.0
285,1154353.57142825,3.0,3.0,2.0,0,2,Seattle,USA,5920.0
286,500000.0,3.0,2.0,1.0,0,0,Issaquah,USA,3880.0
287,239900.0,3.0,2.0,1.0,0,0,Kent,USA,2820.0
288,314950.0,3.0,1.0,1.0,0,0,Renton,USA,2080.0
289,361280.0,2.0,1.0,1.0,0,0,Seattle,USA,1640.0
290,100000.0,2.0,1.0,1.0,0,0,Algona,USA,1820.0
291,540000.0,5.5,6.0,2.0,0,1,Lake Forest Park,USA,7400.0
292,480500.0,4.0,2.0,1.0,0,0,Woodinville,USA,4360.0
293,280000.0,3.0,2.0,2.0,0,0,Auburn,USA,3200.0
294,440000.0,3.0,2.0,1.0,0,0,Seattle,USA,3000.0
295,530000.0,3.0,1.0,1.0,0,0,Seattle,USA,2680.0
296,560000.0,3.0,2.0,1.0,0,0,Issaquah,USA,3720.0
297,775000.0,3.0,2.0,2.0,0,3,Seattle,USA,5080.0
298,160000.0,2.0,1.0,1.0,0,0,Kent,USA,2080.0
299,209950.0,3.0,2.0,1.0,0,0,Federal Way,USA,2760.0
300,226500.0,3.0,2.0,1.0,0,0,Covington,USA,3280.0
301,380000.0,5.0,2.0,1.0,0,0,Seattle,USA,6000.0
302,409500.0,4.0,3.0,1.0,0,0,Kenmore,USA,4280.0
303,690000.0,3.0,2.0,1.0,0,0,Seattle,USA,3520.0
304,405000.0,3.0,2.0,1.0,0,0,Shoreline,USA,3320.0
305,375000.0,3.0,2.0,2.0,0,0,Maple Valley,USA,3660.0
306,794154.0,4.0,2.0,1.0,0,1,Seattle,USA,4420.0
307,185000.0,4.0,1.0,1.0,0,0,Burien,USA,2980.0
308,245000.0,3.0,2.0,2.0,0,0,Seattle,USA,2520.0
309,1154353.57142825,5.0,4.0,2.0,0,0,Kirkland,USA,8540.0
310,1040000.0,4.0,4.0,2.0,0,0,Kirkland,USA,7800.0
311,425000.0,2.0,2.0,3.0,0,0,Seattle,USA,2300.0
312,495000.0,4.0,3.0,2.0,0,0,Auburn,USA,5312.0
313,365000.0,5.0,3.0,1.0,0,0,Seattle,USA,4820.0
314,417250.0,3.0,2.0,3.0,0,0,Seattle,USA,3212.0
315,339950.0,2.0,1.0,3.0,0,0,Seattle,USA,1640.0
316,615000.0,2.0,1.0,1.0,0,0,Seattle,USA,3080.0
317,403000.0,3.0,3.0,2.0,0,0,Duvall,USA,4180.0
318,980000.0,5.0,2.0,1.0,0,0,Mercer Island,USA,6320.0
319,258000.0,4.0,2.0,1.0,0,0,Federal Way,USA,3460.0
320,533000.0,3.0,1.0,1.0,0,0,Seattle,USA,3340.0
321,537500.0,4.0,2.0,2.0,0,0,Sammamish,USA,5100.0
322,830000.0,5.0,3.0,1.0,0,0,Mercer Island,USA,6080.0
323,712000.0,3.0,1.0,2.0,0,0,Seattle,USA,2500.0
324,262000.0,4.0,2.0,2.0,0,0,Algona,USA,4040.0
325,753888.0,4.0,2.0,2.0,0,2,Issaquah,USA,5320.0
326,134000.0,2.0,2.0,2.0,0,0,Skykomish,USA,1960.0
327,402000.0,3.0,2.0,1.0,0,0,Kirkland,USA,3920.0
328,205000.0,2.0,1.0,1.0,0,0,Seattle,USA,1440.0
329,553650.0,2.0,2.0,2.0,0,0,Seattle,USA,2720.0
330,559950.0,2.0,2.0,1.0,0,0,Redmond,USA,3740.0
331,260000.0,4.0,2.0,1.0,0,0,Kent,USA,4260.0
332,270000.0,4.0,2.0,2.0,0,0,Kent,USA,3620.0
333,295000.0,2.0,2.0,1.0,0,0,Issaquah,USA,4400.0
334,719000.0,3.0,2.0,2.0,0,1,Seattle,USA,3380.0
335,266000.0,3.0,2.0,1.0,0,0,Kent,USA,3880.0
336,325900.0,4.0,2.0,2.0,0,0,Kent,USA,4640.0
337,647500.0,4.0,2.0,1.0,0,0,Normandy Park,USA,4120.0
338,1039000.0,4.0,1.0,2.0,0,0,Seattle,USA,6820.0
339,569000.0,4.0,2.0,2.0,0,0,Redmond,USA,4500.0
340,246000.0,3.0,2.0,1.0,0,0,Kent,USA,2780.0
341,515000.0,2.0,1.0,1.0,0,0,Seattle,USA,2120.0
342,207000.0,3.0,1.0,1.0,0,0,Seattle,USA,2980.0
343,780000.0,4.0,2.0,1.0,0,0,Bellevue,USA,4960.0
344,489990.0,5.0,2.0,2.0,0,0,Kent,USA,4880.0
345,335000.0,3.0,2.0,2.0,0,0,Auburn,USA,4480.0
346,295000.0,3.0,2.0,2.0,0,0,Federal Way,USA,3840.0
347,385000.0,3.0,2.0,1.0,0,0,Seattle,USA,3780.0
348,350000.0,4.0,2.0,1.0,0,0,Kent,USA,4500.0
349,235000.0,2.0,1.0,1.0,0,0,Seattle,USA,2540.0
350,358000.0,2.0,2.0,2.0,0,0,Seattle,USA,1920.0
351,716500.0,4.0,2.0,2.0,0,0,Sammamish,USA,6580.0
352,228000.0,4.0,2.0,1.0,0,0,Seattle,USA,4000.0
353,405000.0,2.0,1.0,1.0,0,0,Seattle,USA,2040.0
354,538000.0,4.0,2.0,1.0,0,0,Redmond,USA,3680.0
355,530000.0,3.0,2.0,1.0,0,0,Bellevue,USA,3960.0
356,1154353.57142825,5.5,3.0,2.0,0,0,Seattle,USA,7020.0
357,636000.0,2.0,2.0,2.0,0,0,Seattle,USA,2460.0
358,535000.0,4.0,2.0,2.0,0,0,Woodinville,USA,4560.0
359,1154353.57142825,3.0,2.0,1.0,0,2,Bellevue,USA,4860.0
360,868500.0,3.0,2.0,3.0,0,0,Renton,USA,5840.0
361,530000.0,4.0,3.0,2.0,0,0,Seattle,USA,4560.0
362,450000.0,3.0,2.0,1.0,0,0,Woodinville,USA,3020.0
363,230000.0,3.0,2.0,1.0,0,0,Seattle,USA,1900.0
364,229000.0,3.0,2.0,2.0,0,0,Tukwila,USA,2380.0
365,437000.0,3.0,2.0,1.0,0,0,Redmond,USA,2620.0
366,1154353.57142825,5.0,3.0,2.0,0,0,Seattle,USA,5600.0
367,595000.0,3.0,2.0,2.0,0,0,Kirkland,USA,3500.0
368,660000.0,3.0,2.0,2.0,0,0,Seattle,USA,2640.0
369,347500.0,4.0,2.0,2.0,0,0,Federal Way,USA,4920.0
370,297950.0,3.0,2.0,1.0,0,0,Renton,USA,2480.0
371,245000.0,3.0,2.0,1.0,0,0,Des Moines,USA,2520.0
372,543200.0,5.5,2.0,2.0,0,2,Burien,USA,5640.0
373,1154353.57142825,4.0,3.0,2.0,0,1,Mercer Island,USA,7640.0
374,413450.0,3.0,2.0,3.0,0,0,Seattle,USA,3080.0
375,330000.0,2.0,2.0,2.0,0,0,Snoqualmie,USA,3100.0
376,424500.0,3.0,2.0,1.0,0,0,Redmond,USA,2920.0
377,230000.0,3.0,1.0,1.0,0,0,Algona,USA,2780.0
378,930000.0,3.0,3.0,2.0,0,0,Seattle,USA,5280.0
379,349000.0,3.0,2.0,1.0,0,0,Renton,USA,3180.0
380,835000.0,4.0,2.0,2.0,0,0,Seattle,USA,3820.0
